# o_pres_a, o_fall_a, o_rec_a, o_fscore_a, o_pres_o, o_fall_o, o_rec_o, o_fscore_o, computational_time
6.666666666666666574e-02;6.999999999999999556e-01;1.000000000000000000e+00;1.250000000000000000e-01;4.000000000000000083e-02;1.199999999999999956e+00;1.000000000000000000e+00;7.692307692307692735e-02;-1.000000000000000000e+00
5.263157894736841813e-02;9.000000000000000222e-01;1.000000000000000000e+00;1.000000000000000056e-01;2.941176470588235253e-02;1.649999999999999911e+00;1.000000000000000000e+00;5.714285714285714801e-02;-1.000000000000000000e+00
1.428571428571428492e-01;6.666666666666666297e-01;1.000000000000000000e+00;2.500000000000000000e-01;1.000000000000000056e-01;1.000000000000000000e+00;1.000000000000000000e+00;1.818181818181818232e-01;-1.000000000000000000e+00
8.333333333333332871e-02;5.500000000000000444e-01;1.000000000000000000e+00;1.538461538461538547e-01;0.000000000000000000e+00;9.000000000000000222e-01;0.000000000000000000e+00;0.000000000000000000e+00;-1.000000000000000000e+00
5.555555555555555247e-02;8.499999999999999778e-01;1.000000000000000000e+00;1.052631578947368363e-01;3.030303030303030387e-02;1.600000000000000089e+00;1.000000000000000000e+00;5.882352941176471200e-02;-1.000000000000000000e+00
0.000000000000000000e+00;7.500000000000000000e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.250000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;-1.000000000000000000e+00
1.000000000000000056e-01;1.000000000000000000e+00;1.000000000000000000e+00;1.818181818181818232e-01;5.000000000000000278e-02;2.111111111111111160e+00;1.000000000000000000e+00;9.523809523809523281e-02;-1.000000000000000000e+00
0.000000000000000000e+00;5.999999999999999778e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;9.000000000000000222e-01;0.000000000000000000e+00;0.000000000000000000e+00;-1.000000000000000000e+00
6.666666666666666574e-02;6.999999999999999556e-01;1.000000000000000000e+00;1.250000000000000000e-01;0.000000000000000000e+00;1.050000000000000044e+00;0.000000000000000000e+00;0.000000000000000000e+00;-1.000000000000000000e+00
8.333333333333332871e-02;7.857142857142856984e-01;1.000000000000000000e+00;1.538461538461538547e-01;4.545454545454545581e-02;1.500000000000000000e+00;1.000000000000000000e+00;8.695652173913044625e-02;-1.000000000000000000e+00
0.000000000000000000e+00;5.714285714285713969e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;-1.000000000000000000e+00
4.761904761904761640e-02;1.000000000000000000e+00;1.000000000000000000e+00;9.090909090909089774e-02;2.380952380952380820e-02;2.049999999999999822e+00;1.000000000000000000e+00;4.651162790697674354e-02;-1.000000000000000000e+00
4.761904761904761640e-02;1.000000000000000000e+00;1.000000000000000000e+00;9.090909090909089774e-02;2.380952380952380820e-02;2.049999999999999822e+00;1.000000000000000000e+00;4.651162790697674354e-02;-1.000000000000000000e+00
7.142857142857142461e-02;6.500000000000000222e-01;1.000000000000000000e+00;1.333333333333333315e-01;4.166666666666666435e-02;1.149999999999999911e+00;1.000000000000000000e+00;7.999999999999998779e-02;-1.000000000000000000e+00
6.666666666666666574e-02;1.000000000000000000e+00;1.000000000000000000e+00;1.250000000000000000e-01;3.333333333333333287e-02;2.071428571428571619e+00;1.000000000000000000e+00;6.451612903225806273e-02;-1.000000000000000000e+00
0.000000000000000000e+00;5.999999999999999778e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.100000000000000089e+00;0.000000000000000000e+00;0.000000000000000000e+00;-1.000000000000000000e+00
5.555555555555555247e-02;8.499999999999999778e-01;1.000000000000000000e+00;1.052631578947368363e-01;3.030303030303030387e-02;1.600000000000000089e+00;1.000000000000000000e+00;5.882352941176471200e-02;-1.000000000000000000e+00
5.882352941176470507e-02;8.000000000000000444e-01;1.000000000000000000e+00;1.111111111111111049e-01;3.125000000000000000e-02;1.550000000000000044e+00;1.000000000000000000e+00;6.060606060606060774e-02;-1.000000000000000000e+00
0.000000000000000000e+00;6.500000000000000222e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.149999999999999911e+00;0.000000000000000000e+00;0.000000000000000000e+00;-1.000000000000000000e+00
6.666666666666666574e-02;1.000000000000000000e+00;1.000000000000000000e+00;1.250000000000000000e-01;3.333333333333333287e-02;2.071428571428571619e+00;1.000000000000000000e+00;6.451612903225806273e-02;-1.000000000000000000e+00
1.250000000000000000e-01;5.000000000000000000e-01;1.000000000000000000e+00;2.222222222222222099e-01;0.000000000000000000e+00;7.857142857142856984e-01;0.000000000000000000e+00;0.000000000000000000e+00;-1.000000000000000000e+00
1.250000000000000000e-01;7.777777777777777901e-01;1.000000000000000000e+00;2.222222222222222099e-01;7.142857142857142461e-02;1.444444444444444420e+00;1.000000000000000000e+00;1.333333333333333315e-01;-1.000000000000000000e+00
4.761904761904761640e-02;1.000000000000000000e+00;1.000000000000000000e+00;9.090909090909089774e-02;2.380952380952380820e-02;2.049999999999999822e+00;1.000000000000000000e+00;4.651162790697674354e-02;-1.000000000000000000e+00
5.882352941176470507e-02;8.000000000000000444e-01;1.000000000000000000e+00;1.111111111111111049e-01;3.125000000000000000e-02;1.550000000000000044e+00;1.000000000000000000e+00;6.060606060606060774e-02;-1.000000000000000000e+00
8.333333333333332871e-02;7.857142857142856984e-01;1.000000000000000000e+00;1.538461538461538547e-01;4.545454545454545581e-02;1.500000000000000000e+00;1.000000000000000000e+00;8.695652173913044625e-02;-1.000000000000000000e+00
0.000000000000000000e+00;8.571428571428570953e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.571428571428571397e+00;0.000000000000000000e+00;0.000000000000000000e+00;-1.000000000000000000e+00
5.555555555555555247e-02;8.499999999999999778e-01;1.000000000000000000e+00;1.052631578947368363e-01;3.030303030303030387e-02;1.600000000000000089e+00;1.000000000000000000e+00;5.882352941176471200e-02;-1.000000000000000000e+00
5.263157894736841813e-02;9.000000000000000222e-01;1.000000000000000000e+00;1.000000000000000056e-01;2.941176470588235253e-02;1.649999999999999911e+00;1.000000000000000000e+00;5.714285714285714801e-02;-1.000000000000000000e+00
5.882352941176470507e-02;8.000000000000000444e-01;1.000000000000000000e+00;1.111111111111111049e-01;3.125000000000000000e-02;1.550000000000000044e+00;1.000000000000000000e+00;6.060606060606060774e-02;-1.000000000000000000e+00
5.555555555555555247e-02;8.499999999999999778e-01;1.000000000000000000e+00;1.052631578947368363e-01;3.030303030303030387e-02;1.600000000000000089e+00;1.000000000000000000e+00;5.882352941176471200e-02;-1.000000000000000000e+00
4.761904761904761640e-02;1.000000000000000000e+00;1.000000000000000000e+00;9.090909090909089774e-02;2.380952380952380820e-02;2.049999999999999822e+00;1.000000000000000000e+00;4.651162790697674354e-02;-1.000000000000000000e+00
6.666666666666666574e-02;6.999999999999999556e-01;1.000000000000000000e+00;1.250000000000000000e-01;3.333333333333333287e-02;1.449999999999999956e+00;1.000000000000000000e+00;6.451612903225806273e-02;-1.000000000000000000e+00
8.333333333333332871e-02;5.500000000000000444e-01;1.000000000000000000e+00;1.538461538461538547e-01;4.545454545454545581e-02;1.050000000000000044e+00;1.000000000000000000e+00;8.695652173913044625e-02;-1.000000000000000000e+00
0.000000000000000000e+00;7.500000000000000000e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.250000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;-1.000000000000000000e+00
1.666666666666666574e-01;1.000000000000000000e+00;1.000000000000000000e+00;2.857142857142856984e-01;8.333333333333332871e-02;2.200000000000000178e+00;1.000000000000000000e+00;1.538461538461538547e-01;-1.000000000000000000e+00
0.000000000000000000e+00;6.999999999999999556e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.199999999999999956e+00;0.000000000000000000e+00;0.000000000000000000e+00;-1.000000000000000000e+00
0.000000000000000000e+00;8.499999999999999778e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.600000000000000089e+00;0.000000000000000000e+00;0.000000000000000000e+00;-1.000000000000000000e+00
7.692307692307692735e-02;8.571428571428570953e-01;1.000000000000000000e+00;1.428571428571428770e-01;4.347826086956521618e-02;1.571428571428571397e+00;1.000000000000000000e+00;8.333333333333332871e-02;-1.000000000000000000e+00
7.142857142857142461e-02;6.500000000000000222e-01;1.000000000000000000e+00;1.333333333333333315e-01;4.166666666666666435e-02;1.149999999999999911e+00;1.000000000000000000e+00;7.999999999999998779e-02;-1.000000000000000000e+00
0.000000000000000000e+00;6.999999999999999556e-01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;8.499999999999999778e-01;0.000000000000000000e+00;0.000000000000000000e+00;-1.000000000000000000e+00
7.142857142857142461e-02;6.500000000000000222e-01;1.000000000000000000e+00;1.333333333333333315e-01;5.000000000000000278e-02;9.499999999999999556e-01;1.000000000000000000e+00;9.523809523809523281e-02;-1.000000000000000000e+00
